,position,company,description,reviews,location,Latitude,Longitude
29,Data Scientist,Thomson Reuters,"Job Description

We are the leading source of intelligent information for the world's businesses and professionals, providing customers with competitive advantage. Intelligent information is a unique synthesis of human intelligence, industry expertise and innovative technology that provides decision-makers with the knowledge to act, enabling them to make better decisions faster. We deliver this must-have insight to the legal, tax, accounting and media markets, powered by the world's most trusted news organization.

The TR Labs partners with internal teams, customers and third parties, such as start-ups and academics, on new data-driven innovations.

We are currently seeking a passionate scientist with a proven record of building data-driven insights to address complex business problems. In this role, you will have significant and direct impact on our company's products.

Key Responsibilities
Conceptualize new research ideas, prototypes and proofs of concepts in collaboration with other business units, organizations and data scientists
Conceive, develop, and test algorithms with tools like R, Python, MATLAB, etc
Collaborate with other groups to develop customer-ready prototypes
Develop novel ways to integrate disparate data sources utilizing a variety of technology resources
Attend local meet ups to stay current with the latest Big Data and Analytics developments as well as network with early adopters and like-minded domain experts
Engage with the user and developer communities on open source projects
Required Qualifications
Master’s Degree or PhD in relevant technical field, such as computer science, natural language processing, applied mathematics or a related discipline
Experience producing and rapidly delivering minimum viable products
2+ years of industry experience in text mining, big data, or machine learning (extensive experience gained through academic research or internships meet this requirement)
Experience programming in an object oriented language (Scala, Java, C#, etc) a plus
Experience working with scripting languages like Python, Perl, Ruby, and bash
Experience with one or more of the following:
Big data analytics (Hadoop, Hive, NoSQL, Spark, Hive, Impala, Solr, HBase, Pig, Cascading, MongoDB)
Information extraction, data mining, deep learning/machine learning
Data Visualization
Comfortable in a fast paced environment and motivated by complex technical and business challenges
Self-sufficient when dealing with vast and unstructured data sets
Ability to track down complex data integration issues, evaluate different algorithmic approaches, and analyze data to solve problems
Results driven with the ability to prioritize and focus on ideas and features that will have significant, measurable impact as defined by your interaction with stakeholders inside and outside the company
Ability to set and meet project objectives &amp; milestones
At Thomson Reuters, we believe what we do matters. We are passionate about our work, inspired by the impact it has on our business and our customers. As a team, we believe in winning as one – collaborating to reach shared goals, and developing through challenging and meaningful experiences. With over 40,000 employees in more than 80 countries, we work flexibly across boundaries and realize innovations that help shape industries around the world. Making this happen is a dynamic, evolving process, and we count on each employee to be a catalyst in driving our performance – and their own.

As a global business we rely on diversity of culture and thought to deliver on our goals. To ensure we can do that, we seek talented, qualified employees in our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Thomson Reuters is proud to be an Equal Employment Opportunity Employer providing a drug-free workplace.

At Thomson Reuters, we believe what we do matters. We are passionate about our work, inspired by the impact it has on our business and our customers. As a team, we believe in winning as one - collaborating to reach shared goals, and developing through challenging and meaningful experiences. With more than 45,000 employees in more than 100 countries, we work flexibly across boundaries and realize innovations that help shape industries around the world. Making this happen is a dynamic, evolving process, and we count on each employee to be a catalyst in driving our performance - and their own.

As a global business, we rely on diversity of culture and thought to deliver on our goals. To ensure we can do that, we seek talented, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Thomson Reuters is proud to be an Equal Employment Opportunity/Affirmative Action Employer providing a drug-free workplace.
Intrigued by a challenge as large and fascinating as the world itself? Come join us.

To learn more about what we offer, please visit thomsonreuters.com/careers.

More information about Thomson Reuters can be found on thomsonreuters.com.

Locations
Boston-Massachusetts-United States of America",2870.0,"Boston, MA 02210",42.3517272,-71.0408624
30,Data Scientist,Harnham,"Data Scientist
Boston, MA
USD $130,000 - $175,000

THE COMPANY
My client has been recognized on multiple occasions for the groundbreaking technology they are developing. They are looking to grow their data science team further due to their client's demands. They have developed a cutting-edge AI platform which is being utilized globally.

THE ROLE
As a Data Scientist, you will:

Work on developing a groundbreaking AI product further
Visualize data for easy interpretation and insight
Present findings to company partners and C Level management
Be fully involved with the whole project life cycle, from prototyping to implementation
Provide deep knowledge and leadership in machine learning, statistical analysis and varied data sets
understand customer needs and present solutions by implementing AI services
collaborate in the planning of AI projects
THE BENEFITS
Working for a highly innovative startup with a very competitive salary, healthcare and 401k matching.

YOUR QUALIFICATIONS

PhD in Computer Science, Physics, Statistics, Mathematics or relevant fields
Experience developing and implementing machine learning algorithms in a non-academic setting
Minimum 4 years research / commercial experience developing machine learning models
Experience in communicating with clients and C level management
Relevant technical skills: Python or R, Tensorflow,
Experience with AI, Deep Learning, and Machine Learning

KEYWORDS
Machine Learning, Tensorflow, Python, R, Artificial Intelligence",,"Boston, MA",42.3600825,-71.0588801
31,Data Scientist,NDT.com,"Boston, MA · Job # 8144BK
Our client, a growing SaaS start-up located in Boston needs a professional for a newly created data/database position.
You will perform a wide range of DB and ETL operational tasks in data extraction, loading, processing, and analyzing. Your responsibilities: first is data preparation for the further processing by data scientists, and second is maintaining data integrity, history, and consistency. You will be reporting and working closely with the VP of Engineering, allowing direct access to learn additionally soft and hard skills for your career.
You Will Be:
Maintaining SQL and mongo databases.
Acquiring and preparing data from various data sources.
Running data extraction from structured and unstructured files.
Cleansing and normalizing data.
Running initial analytical and statistical data processing.
Creating automation scripts.
Requirements:
SQL, mongo, shell scripts, python, Pentaho.
English speaking and written skills with an estimated 3-5 years of experience working in a nimble engineering and technology environment, preferably for commercially available hosted software products.
Will entertain recent GRADS with strong GPA and internships/project experiences.
Education:
Minimum 4-year undergraduate experience with software engineering, math, or technology experience equivalent.
Fluent in German and/or Russian is a bonus.",,"Boston, MA",42.3600825,-71.0588801
32,Data Scientist,Diverse Lynx,"Position : Data Scientist

Location : Boston, MA / Framingham, MA

Duration : 12+ Months

Interview : Skype//Telephonic

JOB Description : -

Data Science, Python

Build complex statistical models that predict behavior and improve over time with additional data and learnings.Become an expert in building models in languages such as R, Python, Julia etc.Write and interpret complex SQL and Hive QL queries to inform data mining and modeling activities.Identify insights in Customer and Marketing data and use quantitative analysis to answer complex questions.Utilize background in statistics and probability, machine learning, and working with large datasets to build models that support Marketing business goals.

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",82.0,"Boston, MA",42.3600825,-71.0588801
33,Data Scientist,Pluralsight,"Job Description

The Opportunity
Pluralsight Iris is the learning intelligence platform built within Pluralsight. It helps technologists worldwide discover the learning they need to achieve their personal and career goals in technology.
As a data scientist on our core team, you will help us you will help us solve novel statistical, machine learning, and data science problems by building and improving on the intelligence of Iris. We are looking for an experienced data scientist who loves tackling ambiguous problems, finding creative and practical solutions, and producing concrete prototypes that will become a key part of Pluralsight’s user experience. You’ll work closely with an established team of top-notch, collaborative data scientists and you will collaborate with a cross-functional product team that is responsible for one of Pluralsight’s key differentiators.

Who you are:
You have a strong foundation in Machine Learning, Computer Science, and Statistics.
You have a creative mindset and excellent critical thinking skills.
You know your way around SQL-like databases (e.g. PostGres, Impala, Hive) and even better if have experience with Spark and other big data platforms.
You have mastery of Python programming and at least some exposure to R. Regardless of your favorite scientific computing environment, you can flex between the two languages.
You are able to perform rapid prototyping of experimental solutions, writing readable, scalable, and reproducible code.
You have a solid data science toolkit that you can leverage, with knowledge of and understanding of how and when to apply different algorithms and technical approaches.
You can describe and speak in an approachable way about complex analyses and concepts within a cross-functional team. You are a great “analytic translator”.
What you’ll do:
You will collaborate with the Iris product teams to define data science solutions needed to drive our user experience outcomes.
You will create, iterate, and innovate on Iris algorithms and partner to implement them on the Pluralsight platform.
You will guide the research and development of new product features, in alignment with product strategy
You will propose and design experiments to test new product features and analyze their results. Qualifications

Experience you’ll need:
M.S. or Ph.D in Computer Science, Statistics, Mathematics, Data Science, or related field
Ideally a minimum of 3 years in a data science role, developing algorithms and building prototypes
Experience working with product development teams and/or with developers
Additional Information

Be Yourself. Pluralsight is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",8.0,"Boston, MA",42.3600825,-71.0588801
34,Data Scientist,Bevi,"Each Bevi machine is internet-connected, and collects real-time data on usage of various beverages, customer preferences, machine performance, and more. The data we collect fuels our operations, letting us know exactly when to replace ingredients, provide service and maintenance, etc. Our models are still quite rudimentary, and there's so much more we could be doing!
The purpose of this job is to establish Bevi's data science function, and integrate optimization models into our day-to-day business so that each month, we're able to provide a better service more efficiently than ever before. Examples of probably projects include:
Building models to provide our operations team with guidelines on which flavors/ingredients to place in each machine in order to maximize usage and customer satisfaction.
Integrating homegrown optimization models with software for supply chain management.
Automating the collection of data from across systems (Salesforce for sales &amp; account management, Zendesk for customer service, Netsuite for logistics, etc.), analyzing results on an ongoing basis, and making recommendations.

The purpose of this role will be to automate data collection, reporting, and even subsequent business guidelines. From the start, we will try to minimize one-off, ad-hoc analyses, and instead focus on building the foundations for automating business decisions. The more we can automate recommendations (e.g. ""add lemon to this particular machine,"" ""order 50 more cartridges of cucumber concentrate for Seattle""), the better.
Requirements
We're open to various levels of experience, as long as you're able to jump in and add value quickly. In particular, we're looking for the following:
The ability to convey data both visually and verbally in a compelling way, and tell the story of the data (i.e. explain the business implications).
Experience building optimization models and predictive models using time series data, and ideally integrating those models with other software.
At a minimum, intermediate programming skills. (Python is preferred.)
Experience collaborating with a software development team.
The ability to be scrappy and practical, and function in an environment where there’s never enough data, and where it’s never clean enough. Capable of combining quantitative analysis with qualitative insights to make good decisions even when quantitative data is lacking.
Experience with modern data analysis and visualization tools like Tableau is a plus.
Experience with logistics or supply chain management software is a plus.
Benefits
The opportunity to tangibly impact the environment every day by replacing bottled &amp; canned beverages with Bevi.
Company pays 95% of medical, dental, and vision insurance at 95%
15 days PTO and 9 company holidays
Open workspace in Charlestown (5-minute walk from the orange line T) with visiting furry friends, great snacks, and, of course, unlimited beverages.",,"Boston, MA",42.3600825,-71.0588801
35,Data Scientist,Schireson,"Who we’re looking for:
We are looking for an industry-oriented data scientist to join our growing team and help build cutting edge data processes and products.

About Schireson:
Schireson is the leading data science firm delivering transformative solutions in marketing and media. We have offices in New York, Boston, Seattle, Austin, and San Francisco. We always aim to do superb work, and we always try to make the experience of working with us delightful. We also try to have fun while we’re doing it.

Our clients are market leaders from a wide range of industries, including media &amp; entertainment, technology, professional services, non-profit, financial services, and automotive among other categories. We forge deep, on-going relationships with our clients, and in return they trust us to help them navigate their most complex business challenges.

Many of us have professional roots in tech and marketing, and our collective previous experience spans music, entrepreneurship, market research, venture capital, investment banking and management consulting.

Your responsibilities would include:

Conducting data mining
Building predictive models
Developing proprietary algorithms and assets for clients
Drawing key insights to drive critical decision making
Creating high quality data driven presentations
Collaborating with peers and managers to consistently exceed client expectations
Participating in the full cycle of strategic client analysis projects from client facing kick-off to code delivery or implementation
Answering key strategic client questions utilizing robust data analysis

The ideal candidate will have:

3-5+ years of hand-on experience doing quantitative analysis/modeling, technical/coding work
A desire to work on complex data sets, predictive modeling, and machine learning projects (but not alone!)
Superb communication and presentation skills
Ability to think strategically, analytically, and proactively about diverse business problems
Passion for managing the quality &amp; accuracy of analytics, including checking your and others’ work
Experience multi-tasking in a fast-paced – and a fast-growing – small company or professional services/consulting firm environment is a plus
Proficiency with Python
Experience with software engineering best practices (OOP, Version Control and/or functional programming)
Expertise in SQL and relational databases
Familiarity with cloud tools, AWS a plus
Exposure to big data tools such as Hadoop, Hive, Sqoop, Pig, Impala or Spark is a big plus
Experience in advertising or media &amp; entertainment are a plus
Degrees in Physics, Mathematics, Computer Science or Engineering are a plus

",,"Boston, MA",42.3600825,-71.0588801
36,Data Scientist,S&P Global Ratings,"The Team: The Data science team is a newly formed applied research team within S&amp;P Global Ratings that will be responsible for building and executing a bold vision around using Machine Learning, Natural Language Processing, Data Science, knowledge engineering, and human computer interfaces for augmenting various business processes.

The Impact: This role will have a significant impact on the success of our data science projects ranging from choosing which projects should be undertaken, to delivering highest quality solution, ultimately enabling our business processes and products with AI and Data Science solutions.

What’s in it for you: This is a high visibility team with an opportunity to make a very meaningful impact on the future direction of the company. You will work with senior leaders in the organization to help define, build, and transform our business. You will work closely with other senior scientists to create state of the art Augmented Intelligence, Data Science and Machine Learning solutions.

Responsibilities: As a Data Scientist you will be responsible for building AI and Data Science models. You will need to rapidly prototype various algorithmic implementations and test their efficacy using appropriate experimental design and hypothesis validation.

Basic Qualifications: BS in Computer Science, Computational Linguistics, Artificial Intelligence, Statistics, or related field with 5+ years of relevant industry experience.

Preferred Qualifications:
MS in Computer Science, Statistics, Computational Linguistics, Artificial Intelligence or related field with 3+ years of relevant industry experience.
Experience with Financial data sets, or S&amp;P’s credit ratings process is highly preferred.
Knowledge and working experience in one or more of the following areas: Natural Language Processing, Machine Learning, Question Answering, Text Mining, Information Retrieval, Distributional Semantics, Data Science, Knowledge Engineering
Proficient programming skills in a high-level language (e.g. Java, Scala, Python, C/C++, Perl, Matlab, R)
Experience with statistical data analysis, experimental design, and hypotheses validation
Project-based experience with some of the following tools:
Applied machine learning (e.g. libSVM, Shogun, Scikit-learn or similar)
Natural Language Processing (e.g., ClearTK, ScalaNLP/Breeze, ClearNLP, OpenNLP, NLTK, or similar)
Statistical data analysis and experimental design (e.g., using R, Matlab, iPython, etc.)
Information retrieval and search engines, e.g. Solr/Lucene
Distributed computing platforms, such as Hadoop (Hive, HBase, Pig), Spark, GraphLab
Databases (traditional and noSQL)

At S&amp;P Global, we don’t give you intelligence—we give you essential intelligence. The essential intelligence you need to make decisions with conviction. We’re the world’s foremost provider of ratings, benchmarks and analytics in the global capital and commodity markets. Our divisions include:
S&amp;P Global Ratings, which provides credit ratings, research and insights essential to driving growth and transparency.
S&amp;P Global Market Intelligence, which provides insights into companies, markets and data so that business and financial decisions can be made with conviction.
S&amp;P Dow Jones Indices, the world’s largest resource for iconic and innovative indices, which helps investors pinpoint global opportunities.
S&amp;P Global Platts, which equips customers to identify and seize opportunities in energy and commodities, stimulating business growth and market transparency.
To all recruitment agencies: S&amp;P Global does not accept unsolicited agency resumes. Please do not forward such resumes to any S&amp;P Global employee, office location or website. S&amp;P Global will not be responsible for any fees related to such resumes.

S&amp;P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law. Only electronic job submissions will be considered for employment.
If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdfdescribes discrimination protections under federal law.",606.0,"Boston, MA 02110",42.3613114,-71.0482911
37,Data Scientist,Hometap,"Who We Are
At Hometap, we believe you can have a house and a life. In fact, for many, having a house is the key to having a life. By tapping into the built-in value of a home, we help homeowners do the big-ticket stuff that makes life better: Start a business or buy a second home without taking out additional debt to pay for it. Get out from under crippling debt without ruining credit. And when it comes to college tuition, parents can help their children secure their future without sacrificing their own.
Hometap makes investments in residential homes, buying a small equity stake against the home’s future value. For homeowners, this is a simplified, sensible alternative to mortgage debt and monthly payments. For investors, this is a new asset class, allowing them to participate in the multi-trillion-dollar residential real estate market without the obligations and downsides of homeownership.
Who You Are
Data drives you. You are motivated by having a significant impact on the company and creating differentiated solutions within this brand-new industry. You are comfortable exploring and working your way through ambiguity. You value collaborating with a team of researchers who encourage your success.
What We’re Looking For
HomeTap is seeking a Data Scientist to join us at the ground level to build a world class data and analytics platform. This driven data scientist will have the opportunity to work with our experienced Leadership team to build the data platform from the ground floor. We are at the forefront of a brand new, multi-trillion dollar industry, and use large-scale data analysis to help homeowners unlock their equity. This role will have significant impact developing the algorithms necessary to accurately value home prices, forecast home value appreciation and help drive investment decision-making.
What You Bring
Bachelor’s or Master’s degree in computer science, data science, information technology, economics, statistics, the hard sciences, or related fields.
3+ years experience in several of the following:
Python Data Science analyst package such as NumPy, scikit-learn, Pandas, XGBoost, etc.
Processing frameworks such as Spark, or similar
Significant experience building models, algorithms and data structures for machine learning
Statistical analysis methodologies
Ideally, visualization experience with packages such as matplotlib, plot.ly, &amp; Tableau
SQL and NoSQL databases such as MySQL, Snowflake, et al.
Source code management experience with Git, et al.
Demonstrable ability to analyze large data sets and provide compelling insights to technical and non-technical people
Our Team &amp; Culture
At Hometap, the Data Science team is the research and development department of the company. We build industry leading solutions which create significant competitive advantage for the company. Some of the problems we face have very amorphous scopes and require the team to embrace an experimentation and cooperation mindset. As such we rely on each other’s varying expertise to scope the problem into manageable, tractable, goals. Collaboration is a central tenet of the group, we plan together, execute independently and share with each other throughout the project. Therefore we value openness, transparency and accept the best idea, wherever it originates from.
Equally important to the candidate’s skill-sets is the candidate’s fit within our business. We are looking for someone who is entrepreneurial, fast paced, data-driven, a creative thinker who looks for opportunities within challenges, has a competitive drive to win and values collaboration.
Local candidates only please – no relocation is available for this position.
No Visa sponsorship available at this time.",,"Boston, MA",42.3600825,-71.0588801
38,Data Scientist,Amazon.com,"Job Description
Data Scientist is a role to build world class Data Science/ business intelligence, analytics, and reporting systems for ADS teams.

The Data Scientist– ADS Technology is accountable for the establishing performance measures and analytics for ADS teams. Facilitate creation of KPIs and KPMs, defined standards on measurement, reporting, and reviewing them to keep performance of ADS operations teams on track. (S)He should thrive and have demonstrated success in an environment which offers ambiguously defined problems, big challenges, and quick changes. (S)He will be expected to balance detailed execution with speed and possess solid collaborative skills. (S)He will be working in a fast-paced environment where every day brings new challenges and new opportunities. (S)He should have excellent business and communication skills and be able to work with business owners to develop and define solutions. This position involves regular communication with senior management on project status and risks. Cross-team coordination, project management, and executive presentation skills are essential.

The successful candidate will be a recognized expert for their analytical and leadership abilities.

Apply Statistical and Machine Learning methods to specific business problems and dataEnsure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.Collaborate with colleagues from multidisciplinary science, engineering and business backgrounds.Work with engineers to develop efficient data querying and modeling infrastructureManage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be usefulCommunicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions
Work with teams in ADS across verticals, define success measures at team level and required KPI and KPMs to be tracked.Establish reporting standards by role, region, and vertical. Apply data engineering to deliver automated solutions, where possible.Assess performance of KPIs and KPMs; surface exceptions to the respective teams. Setup and execute processes to enable operations to drive corrective actions as necessary.Setup and execute processes of back-testing to verify the corrective action effectiveness and reportSetup and execute processes for creation and distribution canned analysis reports where automated solutions do not exist.Setup and execute processes for performing exploratory data analysis to unearth insight or patterns that can be used to drive operational efficiency, further control cost per transaction of the operations teams.Work closely with Workflow, Data Engineering, and Software Engineering teams to drive initiatives on Operational efficiency.
Basic Qualifications
Bachelor Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics5+ years of experience with relevant technologies, enterprise reporting systems, data analytics.5+ years of experience in working as an analytics or data engineering member working with cross functional teams.
Preferred Qualifications
Master Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics with 3+ years of relevant experienceExperience working with enterprise reporting systems, data analytics.Experience working as an Analytics Engineer or Data Scientist working with cross functional teams.Experience working with data visualization tools and creating data visualization concepts. (Excel, Tableau, or similar)Experience of statistical analysis and tools such as SAS, R, or equivalent.Familiarity with AWS RedShift and other distributed computing technologies preferred.
WS RedShift and other distributed computing technologies preferred.

Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",25902.0,"Boston, MA",42.3600825,-71.0588801
39,Data Scientist,Klaviyo,"Klaviyo is looking for data scientists to analyze large data sets (we’re collecting billions of individual actions every month), build models and ship products that enable businesses to grow faster and communicate with their customers. Our background as a team is building these models for the Fortune 50 and we want to democratize and open up that technology to everyone.

The ideal candidate has a background in data science, statistics and machine learning and has done work ranging from exploratory analysis to training and deploying models. We use a wide variety of data mining and machine learning algorithms. The right candidate will have both a solid fundamental understanding and deep practical experience with at least a few modeling and machine learning techniques.

Our goal is always to match the right assumptions and models to the right problem - they don’t necessarily have to be complex. You should have experience building models that are used by people to make better decisions. We’re focused on shipping early and often. We prefer iterative solutions that are incrementally better to the perfect solution. You should also be able to measure and know what impact your models had on the decisions people made - e.g. did they outperform the previous best model or a human decision maker?

Our data science team is still in its early days and you’ll have a big impact on our direction and how we operate. You’ll be central to upfront research and shipping products that help our customers learn and grow from their data.
You:
Have a strong fundamental understanding and deep experience with at least some machine learning algorithms (e.g. regressions, decision trees, k-means clustering, neural networks).
Understand Bayesian modeling techniques.
Are capable of analyzing data and making rigorous statements about what can or cannot be concluded.
Have experience designing and implementing model performance/validation assessments.
Have a background in statistics and understand different distributions and the conditions under which they’re valid.
Know how code and have used data science tools and packages.
Have demonstrated a measurable impact based on the models you’ve created. It’s not always easy getting a model correct and we love talking about places we got stuck and working as a team to think through ideas that could unblock us.
Have a desire to ship features powered by data science (in other words, you’re excited by both upfront research and actually getting models into production at cloud scale).
You Have:
Bachelor’s or advanced degree in statistics, applied mathematics, computer science or other relevant quantitative discipline, or equivalent industry experience.
Have worked in a data science role for 2+ years professionally or academically and can talk about your projects and the techniques you used.
About Us

Klaviyo is a team of people who are crazy motivated by growth.

It’s what we help our customers do: grow their businesses by making it possible and easy for them to use their data to power better marketing.

It’s how we behave as individuals: we’re all deeply passionate about learning.

It’s how we manage our business: we have thousands of paying customers, we’re profitable, and we’re growing insanely fast.

And it’s what our culture is all about. Working at Klaviyo means you’ll work on things you never imagined you would; you’ll grow in ways you didn’t consider possible; and you’ll do the best work of your career with people who are just as motivated and talented as you are.

If this sounds like your ideal place to work, drop us a note!",,"Boston, MA",42.3600825,-71.0588801
40,Data Scientist,Massachusetts Eye and Ear Infirmary,"The Data Scientist will be intricately involved in design, build and running of analytical experiments in a methodical manner, and will regularly evaluate alternate models via theoretical approaches. The incumbent will be creating various Machine Learning-based tools or processes within Mass Eye and Ear, such as recommendation engines or automated lead scoring systems. Incumbent should also be able to perform statistical analysis. Develops analysis tools which will influence both our patients as well as our researchers, educators and our providers. The specific data that will be analyzed will be Ophthalmological in nature.

The position will report through the Information Services Department, but will work closely with the leaders in the Ophthalmology Service.
EDUCATION AND EXPERIENCE:

Master’s Degree in Computer Science, Statistics, Applied Math or Related field
5+ years’ practical experience with ETL, data processing, database programming and data analytics
Extensive background in data mining and statistical analysis
Machine Learning and Artificial Intelligence
Able to understand various data structures and common methods in data transformation
Excellent pattern recognition and predictive modeling skills
Can clearly communicate complex analytics concepts
Ability to work both independently and collaboratively with colleagues
Experience with programming language such as Java/Python/R an asset",145.0,"Boston, MA",42.3600825,-71.0588801
41,Data Scientist,Akili Interactive,"The job

Akili is seeking a hungry Data Scientist to join our innovative data research team. This is a unique opportunity to play a key role in unleashing the value of novel, rich behavioral data from our gamified cognitive treatments and assessments, to improve patient outcomes.
Here's what it entails


You will conduct statistical analyses on behavioral data to evaluate study/experiment results and inform product development;
Develop and implement algorithms underlying everything from targeted treatment interactions to rapid insight delivery;
Be an impactful part of a high-energy team focused on delivering a new paradigm in mobile health.

Here's what you need


A degree in statistics, software engineering, or computer science
5+ years of experience analyzing data
Demonstrable experience applying statistical analysis to experimental results, in a scientific, psychological, or user behavior context
Demonstrable experience producing presentations and reports, especially authorship on journal publications and abstracts
Demonstrable competency with one or more programing languages (especially Scala, Python, or Julia), ideally in the form of working examples of programs with accompanying source code
Demonstrable experience using statistical analysis software, preferably R
Familiarity with Bayesian approaches to inference and hypothesis testing
Familiarity with a broad range of machine learning techniques for predictive modeling
Experience with some the following tools and technologies
SQL, Cassandra, Elasticsearch, Apache Spark, Zeppelin, Jupyter
Web-Visualization packages such as D3.js, Chart.js, Matplotlib, or similar

Akili - The company

Akili Interactive (www.akiliinteractive.com ( http://www.akiliinteractive.com/ )) is creating an entirely new class of medicine that combines rigorous scientific validation with engaging video game mechanics.

We are pioneering the field of digital therapeutics, creating, producing, and validating digital medicines designed to directly treat disease. Akili's flagship product, Project: EVO, is based on technology developed at UCSF that was featuredas the cover article ( http://www.nature.com/news/gaming-improves-multitasking-skills-1.13674 ) in Nature under the headline ""Game Changer"".

Akili was founded by leading neuroscientists and top-tier game design veterans to create gaming experiences that are designed to have measurable health impacts in multiple patient populations. Akili has partnerships with top pharmaceutical companies, and has received recent recognition in major media outlets including the Wall Street Journal, CNBC, Fast Company, and The Verge.",,"Boston, MA",42.3600825,-71.0588801
42,Data Scientist,OM1,"OM1 is a leading healthcare technology company focused on providing outcomes measurement and predictive analytics for value-based and personalized healthcare. Leveraging big clinical data, standardized outcomes measures, and artificial intelligence technology, OM1 delivers a scientifically robust and clinically meaningful approach to enable stakeholders across the healthcare ecosystem to improve clinical and financial outcomes with more precise information for better decision-making.
We are seeking a Data Scientist to be part of the team which is responsible for developing and deploying the Artificial Intelligence solutions of OM1. We use Machine Learning, Natural Language Processing and Deep Learning. We strive to be innovative while ensuring that our solutions deliver tangible value to multiple stakeholders. We strive to provide solutions that predict and enable improvement of patient outcomes and lives in multiple medical conditions. We work closely with our in-house Medical Doctors to ensure that we solve important problems. With Clinical Informaticists and Biostatisticians to ensure medical rigor in our solutions. With Software Engineers to ensure that our deployments meet rigorous quality, speed and patient privacy standards. We interact directly with OM1’s customers to ensure that our final product is well understood and valued and addresses real needs in an impactful way.
In your role you will:
Use our standardized, linked data
Define multiple AI problems with no limitations on sophistication of the algorithms that can be used to solve them, as long as our practical objectives are met
Interact with Medical experts to ensure rigor of the approach that you have chosen
Rigorously derive statistical performance metrics and be prepared to communicate them
Derive corroborating evidence that will help the Medical expert see the value of the AI solutions from their viewpoint
Work within the Data Science code base architecture to render your solutions production ready
Develop solutions that read large volumes of data and produce insights in real time.
Requirements
Experience with Machine Learning, Natural Language Processing, Deep Learning
Hands-on experience coding in Python or other advanced programming languages.
Experience working with large datasets using SQL
Experience with Unix.
Quantitative background and degree(s) in majors such as Computer Science, Engineering, Science, Mathematics or similar.
At least 2 years' experience working with large datasets
Background in Machine Learning and strong interest in further developing expertise.",,"Boston, MA",42.3600825,-71.0588801
