position,company,description,numreview,location,Latitude,Longitude
Data Scientist,Dirty Lemon Beverages,"<span id=""job_summary"" class=""summary""><div><h3 class=""jobSectionHeader""><b>Overview</b></h3><p>
We're extending our technical products through web &amp; conversation interfaces and eager for a talented Data Scientist to join our team. You should be passionate in identifying customer trends, building bespoke natural language processing &amp; generation, and concepting A/B tests. You'll also get to work with new technologies across our spectrum of customer, support, and logistics systems.</p><h3 class=""jobSectionHeader""><b>
Responsibilities</b></h3><ul>
<li>Be product-focused and self-motivated</li>
<li>Feel comfortable working in a fast paced, iterative environment</li>
<li>Be able to work in a collaborative environment with an interdisciplinary team of designers and engineers</li>
<li>Build systems for handling natural language understanding and automated responses</li>
<li>Craft a framework for A/B testing various ideas across our organization, everything from checkout flows to shipment routing optimizations.</li>
</ul><h3 class=""jobSectionHeader""><b>Qualifications</b></h3><ul>
<li>Understand the balance of moving fast and writing robust, organized, and easily maintainable code</li>
<li>Be curious and excited about the latest technologies, especially in the conversational and consumer spaces</li>
<li>Able to quickly and clearly communicate ideas, issues, and results</li>
<li>Not afraid to juggle multiple projects on any given day</li>
<li>2-4 years of experience in a similar data science role at an e-commerce or similar startup working on A/B testing, data analysis</li>
<li>Some experience with building systems for natural language processing (NLP) and language generation (NLG) from robust data sets</li>
<li>Ability to code and build in Ruby, Python, and/or NodeJS; interface with both relational and no-SQL databases</li>
<li>Bonus for working on chatbots for Messenger, Slack, SMS, or other platforms</li>
<li>Interest in working on logistical solutions involving hardware &amp; robotics using RFID, computer vision, and augmented reality</li>
<li>Have at minimum a BA/BS in Computer Science, Applied Mathematics, Computer Engineering, or a related field... or not. (Most of us don't.)</li>
</ul><h3 class=""jobSectionHeader""><b>Benefits</b></h3><p>
Dirty Lemon provides competitive salaries, full medical benefits (including dental &amp; vision), and wellness benefits (including free SoulCycle). We provide opportunities to grow within the company and shape our growth strategy. You’ll enjoy many perks like daily lunches from neighborhood restaurants, weekly team events &amp; dinners, and of course free Dirty Lemon. We also believe in hands-on-experiences with regular visits to our regional offices, production centers, and distribution centers.<br>
</p><h3 class=""jobSectionHeader""><b>
About Dirty Lemon</b><br>
</h3><p>Dirty Lemon is a direct-to-consumer beverage distribution company sold exclusively through text message. We embody a startup mindset as we aim to disrupt the food &amp; beverage retail industry through innovative technology, world-class logistics, and delicious products the world over.</p><p>
We're committed to building a culturally diverse team and strongly encourage applications from women, people of color, and other underrepresented groups in our industry.</p></div></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Thomas Publishing Company LLC,"<span id=""job_summary"" class=""summary""><div><div><p>Thomas is looking for a Data Scientist to help build a world-class data team that will support and guide Thomas’ business strategy and operations. The right candidate will be a problem solver who is obsessive about all things data, and is enthusiastic about working with cutting-edge techniques, technologies and applications.</p>
<p>
The Thomas Data Analytics team uses data-driven insights to fuel strategic growth for clients. You will apply your knowledge and skills in driving insights across our product platforms to come up with data powered solutions for our clients. We believe that our data should be put to work to bring the best ideas and stories to our clients!</p>
<p>
You’ll solve complex marketing and business challenges – from cross-channel media and customer experience optimization, targeting and business strategy – by accessing, integrating, manipulating, mining, modeling a wide array of data sources.</p>
<p>
This is an opportunity to work with a newly assembled team of data analysts, engineers and architects to establish best practices and processes as we transition to a data-focused organization, and will involve working with petabyte-scale data across a diverse set of data platforms. A key goal in the near future is creation of a data lake across our industry platforms to facilitate deeper analysis and bring sophisticated data tools and methods to bear in order to more effectively anticipate industry trends and events.
</p><h3 class=""jobSectionHeader""><b>Requirements:</b></h3>
<p><b>Technical</b></p>
<ul>
<li>Bachelor’s or Master’s Degree preferably in Computer Science, Information Systems, Statistical Analysis or Economics</li>
<li>Familiarity with statistical analysis/modeling, data science and/or data design and development of actionable advanced analytical solutions that provide insights to decision makers</li>
<li>Hands-on experience mining data for decision focused insights</li>
<li>Ability to design complex systems and translate user requirements into business solutions</li>
<li>Background in predictive modeling and machine learning</li>
<li>2 years of experience with open source machine learning or statistical analysis tools</li>
<li>Experienced in at least one programming language (Java, Python, Scala, R)</li>
<li>Guru level experience with query tools and languages including SQL</li>
<li>Experience with NoSQL databases and related tools</li>
<li>Experience with Amazon AWS big data and machine learning technologies a plus (RedShift, Sagemaker, Comprehend etc.)</li>
</ul><p><b>Non-technical</b></p>
<ul>
<li>Strong communication skills – oral and written</li>
<li>Ability to guide and lead a data analytics team of 5 – collaborate with both technical and non-technical colleagues in product management and executive leadership groups</li>
<li>Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate</li>
<li>Sharing knowledge, debating techniques, and conducting research to advance collective knowledge and skills of our practices</li>
<li>Demonstrated self-starter who thrives in a fast paced environment</li></ul></div></div></span>",5 reviews,"New York, NY 10001",40.75368539999999,-73.9991637
Data Scientist,New York State Office of the Attorney General,"<span id=""job_summary"" class=""summary""><div><div><div><p><b>Executive Division – Research and Analytics Department</b><br>
<b>Data Scientist – New York City</b><br>
<b>Reference No: EXEC/RD_DAT_NYC_6073
</b></p><p><b>Goal</b><br>
The Research and Analytics Department in the New York State Office of the Attorney General (“OAG”) is seeking a<br>
candidate for a full-time Data Scientist position to explore datasets, develop new databases and use predictive modeling<br>
to detect anomalies in information pertinent to OAG investigations. The goal of the Data Scientist at the OAG is to<br>
ensure that our most complicated cases and policy arenas have the benefit of advanced analytical tools to understand<br>
how otherwise elusive trends can be laid bare once we dive into the underlying data.
<br>
</p><p><b>Purview</b><br>
As part of an innovative team housed in the Executive Division, the selected candidate will work with senior staff and<br>
divisions through the OAG to support the OAG's major initiatives, investigations, and policy development. Our team<br>
researches and writes analytical reports garnering national attention, directs multi-million dollar grant programs, and<br>
supports the office’s major investigations. See, for example, Target on Trafficking and Ticket Sales Report. Utilizing a<br>
vast collection of public and confidential information, the selected candidate will work with data covering the breadth of<br>
the OAG’s purview building advanced analytic tools to inform investigations that impact the lives of all New Yorkers.
<br>
<br>
Employing over 1,700 people across New York State, the OAG is both the “People's Lawyer” and the State's chief legal<br>
officer. The Data Scientist will support OAG work in numerous legal and regulatory arenas, including protecting the<br>
rights of investors and consumers, coordinating state-wide criminal investigations, promoting economic and social<br>
justice, encouraging harm-reducing public health strategies, and preserving the State’s environment. The OAG also<br>
advises the Executive branch of State government and defends actions and proceedings on behalf of the State.<br>
</p><p><b>Responsibilities</b><br>
The OAG has a rich source of public and confidential data. The Data Scientist will be primarily responsible for the<br>
following:
 </p><p>Exploring and analyzing data
 </p><p>Communicating findings through written reports and visualizations<br>
<i>Additional responsibilities may include:
 </i></p><p>Developing predictive modeling to detect anomalies
 </p><p>Developing or programming new databases or data tools
 </p><p>Performing other duties as requested<br>
</p><p><b>Qualifications/Skills
 </b><br>
Advanced degree in computer science, mathematics, applied statistics, physics, engineering or similar disciplines
</p><p>with demonstrated research capability or bachelor’s degree and equivalent experience and training;
 </p><p>Experience with the following technologies:<br>
o Programming, scripting and statistical languages (e.g. Python, R, use of dataframes)<br>
o Data visualization software (e.g. Tableau, d3, plotly)<br>
o Relational databases and advanced SQL queries
 </p><p>Excellent oral, written, and presentation communication skills
 </p><p>Ability to communicate technical concepts and results to a non-technical audience
 </p></div></div><div><div><p>Highly organized, self-directed, and curious
 </p><p>Personable and positive, with a high level of integrity
 </p><p>Interest in public policy and social/economic justice<br>
<br>
Candidates with additional experience in any of the following areas are preferred:
</p><p>o 2+ years of demonstrated qualitative, quantitative or investigative research abilities<br>
o Git/github and linux command line tools<br>
o Graph databases (e.g. Neo4J)<br>
o Cloud, distributed and container computing platforms (e.g. AWS, Redshift, EC2, docker)<br>
o Analyzing social networks (e.g. Facebook, Twitter, Instagram)<br>
o Natural Language Processing or Entity Resolution<br>
</p><p><b><i>Candidates from diverse backgrounds are encouraged to apply.
</i></b></p><p><b><i>The OAG is an equal opportunity employer and is committed to workplace diversity.</i></b></p></div></div></div></span>",40 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,Hearts and Science,"<span id=""job_summary"" class=""summary""><div><div><b>Description</b>:<br>
</div><div><div>
Hearts &amp; Science has been inspired by confident marketers seeking business advantage in a world of personalized digital marketing, where CRM and addressable channels converge, and decisions must be made in real time to aggregate effective reach and deliver the right message at the right time.</div><div><br>
</div><div>
Designed to inform brand strategies with real-time insights, Hearts &amp; Science is a data-driven marketing agency with expert media planning and buying capabilities, among other services that include shopper marketing, marketing innovation and content activation.</div><div><br>
</div><div>
As every CMO knows, employing technology, data and analytics to business challenges is the cost of entry, not a nice-to-have. Unlocking the value of consumer data can deliver growth, revenue and ROI, and create differentiation to stay on top. Real-time action is instrumental in driving results within a highly fragmented marketplace. Hearts &amp; Science’s Marketing Science solutions are built to deliver insightful results with speed, accuracy and a single version of the truth. In leveraging the DNA of a marketing agency with a talent pool of developers, data scientists and Ph.Ds, we hold a unique position in the increasingly crowded ad tech and consulting space. <b>As a Data Scientist on our Marketing Science team, you will:</b></div><ul><li>
Explore experiment with a large number of datasets to draw insights and search for stories</li><li>
Model and build algorithms on top of our vast number of datasets</li><li>
Assist in designing tech infrastructure and data pipelines (ETL, data automation, data querying, etc.)</li><li>
Build tools to process, visualize, and analyze data</li><li>
Design and build data-driven software products</li><li>
Deploy scalable solutions to a cloud-based infrastructure</li></ul><br>
</div><div><div><b>
Desired Qualifications</b></div><ul><li>
1-3 years developing analytics projects</li><li>
Strong written and verbal communication skills; thrive in a rapidly-evolving environment</li><li>
Industry experience with predictive modeling, databases, computational simulation, clustering, machine learning, and remote computing, e.g., Amazon AWS</li><li>
Experience with Python (numpy, scikit, matplotlib, and pandas packages), SQL, bash, R, and other similar statistical computational environments</li><li>
Exposure to Javascript, HTML/CSS, XML, Hadoop, and parallel processing</li><li>
Masters degree in quantitative, computation-focused research, or equivalent work experience</li><li>
Good understanding of advertising technology and landscape, including external data providers and data management platforms</li></ul></div></div></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,National Debt Relief,"<span id=""job_summary"" class=""summary""><p><b>Who We're Looking For</b></p><p>We are seeking an innovative and passionate Data Scientist to join our growing team to help promote our analytical culture, while leveraging data to maximize marketing performance and deliver a best-in-class experience for the clients we serve.</p><p>The ideal candidate will apply analytical rigor and data driven reasoning to guide the development and execution of marketing strategies and experiential initiatives across the organization. This individual will bring a sense of curiosity to seek out opportunities for improvement through internally and externally sourced data. This person will play a critical role in providing thought leadership, building statistical models to understand consumer behavior and intent, and identifying optimization opportunities across programs.</p><p>This is an opportunity to grow with a diverse team and have a measurable impact on a rapidly growing organization. It is a great fit for an entrepreneurial professional with a strong background in statistical modeling and a passion for translating data into actionable insight.</p><p><b>Key Responsibilities</b></p><ul><li>Develop and implement advanced statistical models to guide business strategy and deliver incremental growth and value throughout the company.</li><li>Perform analysis of structured and unstructured data to solve complex business problems.</li><li>Use statistical techniques to build marketing segments, evaluate scenarios, predict future outcomes, and optimize performance.</li><li>Lead complex research and analytics projects across teams.</li><li>Research, test, and validate new modeling techniques as appropriate for specific solutions.</li><li>Present and depict recommendations so that stakeholders can make data-informed decisions.</li></ul><p><b>Requirements</b></p><ul><li>3+ years of experience as a data scientist conducting data mining and building and implementing complex models in a fast-paced, marketing-driven environment.</li><li>Experience working with large internal and external data sets covering new and existing client programs to include direct mail, TV, radio, search engine marketing and email preferred.</li><li>Undergraduate degree in a quantitative discipline (i.e. Statistics, Mathematics, Computer Science or equivalent quantitative discipline), advanced degree is preferred.</li><li>Expert knowledge of R/Python and SQL or similar industry standard tools use for large-scale data analysis and modeling.</li><li>Experience linking multiple data platforms with data visualization tools is a plus.</li><li>In-depth knowledge and experience in data mining ans statistical modeling techniques (regression, decision tree, time series, etc. Knowledge of optimization theory and statistical model application are also preferred.</li><li>Strong analytical and problem-solving skills with the ability to interpret large amounts of data with business insight to support growth.</li><li>Strong consultative acumen with responsibility for analytical project design, management, and presentation of results to internal and external stakeholders.</li><li>Ability to clearly present statistical solutions to non-statistical people, articulating value and insights to the business.</li><li>Strong project management skills with a proven ability to set clear goals and design detailed plan against tight timelines. Evidence of self-motivated initiatives, high productivity, and good team work is desired.</li></ul><p><b>What We Offer</b></p><p>We believe in a team-first culture, full of rewards and recognition for our employees. We are dedicated to our employees’ success and growth within the company, through our employee mentorship and leadership programs.</p><p>Our extensive benefits package includes:</p><ul><li>Medical, Dental, and Vision Benefits</li><li>401(k) Match</li><li>Paid Holidays, Sick Days, and Vacation</li><li>6 Weeks Paid Parental Leave</li><li>Pre-tax Transit Benefits</li><li>Discounted Gym Membership</li><li>No-cost Life Insurance Benefits</li></ul><p><b>About National Debt Relief</b></p><p>National Debt Relief is one of the country’s largest and most reputable debt settlement companies. We are made up of energetic, smart, and compassionate individuals who are passionate about helping thousands of Americans with debt relief. Most importantly, we’re all about helping our customers through a tough financial time in their lives with education and individual customer service.</p><p>We are dedicated to helping individuals and families rid their lives of burdensome debt. We specialize in debt settlement and have negotiated settlements for thousands of creditor and collections accounts. We provide our clients with both our expertise and our proven results. This means helping consumers in their time of hardship to get out of debt with the least possible cost. It can also mean conducting financial consultations, educating the consumer, and recommending the appropriate solution. Our core services offer debt settlement as an alternative to bankruptcy, credit counseling, and debt consolidation. We become our clients' number one advocate to help them reestablish financial stability as quickly as possible.</p><p>See what Glassdoor has to say about working at National Debt Relief!</p><p><i>National Debt Relief is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, or any other status protected by law.</i></p><p>Job Type: Full-time</p><p>Experience:</p><ul><li>SAS: 2 years</li></ul><p>Education:</p><ul><li>Bachelor's</li></ul></span>",91 reviews,"New York, NY 10004",40.7038704,-74.0138541
Data Scientist,Talent & Acquisition LLC,"<span id=""job_summary"" class=""summary"">Data Scientist permanent job in New York City. Our client is in the broadcast media/entertainment space and they are expanding their team that deals with using big data to determine which products to market to which demographic, and at which time of the day for programming purposes. There are several major current projects that include linear tv contextual optimization and forecasting so they can create media plans based on audiences, and place the right add correlating with what’s going on in the show.
<br><br>
Duties
<br><br>
<ul>
<li>Coding with Python or R, Scala would be nice, but position is more than just coding</li>
<li>Heavy data math, and creating algorithms so code can be produced</li>
<li>Zeppelin notebooks to create algorithms, work with data engineers</li>
<li>Forecasting and contextual optimizations</li>
<li>Individual contributor to develop hard data science algorithms</li>
<li>Not just data analysts with SQL</li>
<li>Currently there are over a dozen people on the team in an advanced advertising group that develop big data analytics for linear tv advertising.</li>
<li>Duties consist of automation, analytics, placement, direction of advertising.</li>
<li>They work in cloud on with the latest technologies</li>
<li>Teams are not structured like a true Agile shop</li>
<li>This role will eventually become a team lead</li>
<li>All members contribute to code base after given the big picture and design, then individual developers and team do rest (creating the algorithm and telling the story)</li>
<li>You will work with linear regression algorithms with coefficients, and need to be able to run with it</li>
</ul>
<b>Preferred Skills:</b><br>
<ul>
<li>Bachelor's degree in Computer Science or related field</li>
<li>10-15+ years of software development experience, as a developer or manager</li>
<li>2-5+ years of experience with digital advertising technologies</li>
<li>Strong knowledge of data structures, algorithms</li>
<li>Ability to apply data science theory to effectively to advertising &amp; audience data</li>
<li>Fluency in at least 1 of the following programming languages (C, C++, Ruby, R, SAS, MapR, Python)</li>
<li>2-5+ years of experience with both relational database design (SQL), non-relational (NoSQL), big data, real-time technologies</li>
<li>Proficient in scalable computing mechanisms such as Hadoop and Amazon Elastic MapReduce</li>
<li>Experience in web application development and associated skills (REST, HTTP, web services)</li>
<li>Able to easily transition between high-level strategy and day-to-day implementation</li>
</ul>
</span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,"Liberty Lending, LLC","<span id=""job_summary"" class=""summary""><p><b>Background</b></p><p>Consumer Lending start-up seeks an intellectually curious, collaborative data scientist/Sr. data scientist to work as a statistician, data miner, and business analyst for the Risk Department. As a Data Scientist, you will use statistical analysis and data mining techniques to optimize risk/underwriting strategy throughout the life cycle of our lending product.</p><p><b>Responsibilities</b></p><ul><li>Conduct data mining from internal and external data sources</li><li>Build complex statistical models that predict risk and behavior and improve over time with additional data and learnings.</li><li>Utilize background in statistics and probability, machine learning, and working with large datasets to build models</li><li>Be a self-starter and create data-backed recommendations to help Sr. manger make strategic business decision</li></ul><p><b>Qualifications</b></p><ul><li>Advanced degree in Economics, Mathematics, Statistics, Econometrics, Operation Research, Industrial Engineering, or other quantitative related field or MBA is required</li><li>5+ years of industry experience with a proven track record of using data analysis to drive significant business impact, particularly in “Big Data” environments.</li><li>Interest and proficiency in solving complex business questions using data</li><li>Understand key drivers of consumer loan/credit card financials and the underlying consumer behaviors that drive those financials</li><li>Good business acumen and the ability to connect analytical insights with business decisions</li><li>Strong proficiency with at least one language for data analysis, such as SAS or Python</li><li>Partner with cross functional teams to drive implementation of approved recommendations</li><li>Present the analyses, findings and recommendations to broader audience including senior leaders across the organization</li></ul><p><b>About Liberty Lending</b></p><p>Liberty Lending is a leading online platform that provides innovative borrowing solutions to deserving customers. The company, headquartered in New York City, was founded by people who truly understand “smart debt” and want to help consumers get ahead to achieve financial success. Liberty Lending continues to innovate the lending process and provides a unique product mix to consumers in need that is hard to replicate. Liberty Lending holds distinct advantages over other marketplace lenders from their customer acquisition channels and unique product mix to targeted customer, investor focus, and capital and infrastructure support.</p><p>Liberty Lending holds an A+ rating by the BBB and is a fast growing and reputable financial service provider in the FinTech sector. We are actively looking for motivated team members to grow with us!</p><p>Liberty Lending does not discriminate in hiring or employment based on race, color, religious creed, national origin, sex, ancestry, age, employment status, disability or veteran status or any other basis prohibited by federal, state or local laws. AA/EOE.</p><p>Job Type: Full-time</p><p>Experience:</p><ul><li>data a: 5 years</li></ul><p>Education:</p><ul><li>Master's</li></ul></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Invesco,"<span id=""job_summary"" class=""summary""><div><div><b>Data Scientist</b><b>(</b><b>Job Number:</b> <b>21902</b><b>)</b></div><div><br>
</div><div><b>Description</b><br>
<div>
Invesco is a leading global asset management firm with more than $937B* in assets under management. We provide our retail and institutional clients a diverse and comprehensive range of investment capabilities to help people get more out of life. Invesco is publicly traded on the New York Stock Exchange (IVZ) and has about 7,000 employees in over 20 countries.<br>
(*As of December 31, 2017)</div><br>
<div><b>
Job Purpose (Job Summary)</b><b>:
</b></div><ul><li>Take a hypothesis-driven approach to create valuable client insights and transformative business tools through the aggregating, manipulating, and disseminating of broad sets of data
</li><li>Work closely with colleagues in North America Retail Distribution to ensure that insights and tools are leveraged to improve marketing ROI and create distinctive client experiences
</li><li>Demonstrates strong business acumen (e.g., comfortable dealing with ambiguity, demonstrates strong business judgment, outcome-oriented with demonstrated drive for results), and communication (demonstrated ability to synthesize insights, strong written/oral communications)</li></ul><br>
<div><b>
Key Responsibilities / Duties</b><b>:
</b></div><div>Data requirements and management:</div><ul><li>
Collaborate with business subject matter experts and IT teams to make strategic recommendations on data collection, integration and retention</li><li>
Identify data needs and relevance to hypothesis testing</li><li>
Wrangle both structured and unstructured data from both proprietary and third-party sources and use advanced data management tools and big data technologies</li><li>
Develop usage and access control policies/systems and partner with other stakeholders in continuous improvement processes impacting data quality</li></ul><div>
Analytics:</div><ul><li>
Create/validate data-driven, analytical capabilities (i.e., predictive models/algorithms) to understand customer behavior and competitive dynamics</li><li>
Works closely with other stakeholder groups to validate findings (e.g., with business partners) in a hypothesis-driven approach</li><li>
Work with ambiguity (e.g. imperfect data, loosely defined concepts, ideas, or goals) and translating these into more tangible outputs</li></ul><div>
Communication and change advocacy:</div><ul><li>
Present and depict recommendations so that business stakeholders can make data-informed decisions</li><li>
Convey complex solutions in easy to understand terms through usage of data visualization and clear written and verbal communication</li><li>
Actively leads the organization to test and buy-in to novel solutions to important problems, both from an IT and business perspective</li></ul><div>
Metrics and outcome measurement:</div><ul><li>
Provides ongoing monitoring of performance of decision systems and statistic models</li><li>
Suggests metrics on business outcomes (particularly those related to new capabilities) that are clear, accurate, relevant, logical and honest</li></ul><br>
</div><div><b>Qualifications</b><br>
<div><b>
Work Experience / Knowledge</b><b>:
</b></div><ul><li><div>2-4 years of hands-on experience developing and applying predictive models and other advanced statistical approaches in a corporate or consulting setting
</div></li><li>Experience with digital analytics (propensity models, cross channel attribution modeling, web/email analytics, social media, dynamic ecommerce pricing, etc)</li><br>
</ul><div>Technical competencies:</div><ul><br>
<li>
Deep theoretical and practical understanding of Classification (SVM, nearest neighbors, random forest, etc.), Regression (linear, nonlinear, ridge, lasso, etc.), Clustering (k-means, spectral, etc.), Dimensionality Reduction (PCA, ICA, etc), Model selection (grid search, cross validation, etc), Data Cleansing (pre-processing, feature extraction)</li><br>
<li>Proficiency in statistical data analysis and data mining packages (e.g., R, MatLab, SciKit-learn, H2O, Driverless AI, MLLib)</li><br>
<li>Advanced knowledge of data management tools including SQL/RDBMS, NoSQL (e.g. MongoDB, Elastic, HBase)
</li><br>
<li>Advanced programming skills in at least one of Java, Python, PySpark, Scala, C++, C#, etc.</li><br>
<li>Experience using data visualization tools such as (Jupyter, Python, PowerBI, Tableau)</li><br>
<li>Comfortable with developing in a UNIX environment – Bash, PuTTY, WinSCP, Sublime, SecureCRT</li><br>
</ul><div>
</div><br>
<div><b>Skills / Other Personal Attributes Required</b><b>:
</b></div><ul><li>Influences and persuades others and builds consensus towards a common goal or objective</li><li>
Embraces role of his or her organization in the execution of Invesco’s broader strategic goals</li><li>
Distinctive communications skills and ability to communicate technical content in an easy to understand way</li><li>
Serves as a change advocate and encourages experimentation</li><li>
Intellectual curiosity, along with excellent problem-solving and quantitative skills, including the ability to disaggregate issues, identify root causes and recommend solutions</li><li>
Ability to independently own database development and decisions, balancing demands and deadlines</li><li>
Consistently establishes credibility with Invesco leadership and treats internal stakeholders as “clients”</li></ul><div>
Results achievement:</div><ul><li>
Ability to set and implement strategy to achieve Invesco’s organizational goals (e.g., Top 5 ranking at largest distribution partners)</li></ul><br>
<div><b>Formal Education</b><b>: </b>(minimum requirement to perform job duties)</div><ul><li>
Undergraduate or advanced degree in a quantitative discipline (i.e. Statistics, Mathematics, Econometrics, Operations Research, Computer Science)</li><li>
Strong academic qualifications, including advanced understanding/coursework in database management and math (Linear, Algebra, Calculus)</li></ul><br>
<div><b>Working Conditions</b><b>:
</b></div><ul><li>The position is located in the United States (specific city TBD by candidate, client, and/or IVZ need)</li><li>
Sitting and occasional lifting of less than 20 pounds</li></ul><br>
<div><b>FLSA (US Only)</b><b>: </b>Exempt</div><br>
<div>
The above information on this description has been designed to indicate the general nature and level of work performed by employees within this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. The job holder may be required to perform other duties as deemed appropriate by their manager from time to time.<br>
<br>
Invesco's culture of inclusivity and its commitment to diversity in the workplace are demonstrated through our people practices. We are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, creed, color, religion, sex, gender, gender identity, sexual orientation, marital status, national origin, citizenship status, disability, age, or veteran status. Our equal opportunity employment efforts comply with all applicable U.S. state and federal laws governing non-discrimination in employment.</div><br>
</div><div>
</div><div>
North America-United States-New York-New York-1166 Avenue of the Americas</div></div></span>",272 reviews,"New York, NY 10036",40.7602619,-73.9932872
Data Scientist,Custoria,"<span id=""job_summary"" class=""summary""><div><div><p>Data science is the core around which Custora is built. The central value proposition of our product is that we provide e-commerce businesses the ability to:</p>
<ul>
<li>organize the overwhelming amount of data they deal with</li>
<li>analyze it for patterns and predictions</li>
<li>deliver these insights in a readily accessible, freely explorable way</li>
<li>and do it again, repeatedly and reliably, as more data comes in the door</li>
</ul><p>The data science team at Custora can be found hard at work at each step above. Our projects range from the development and refinement of statistical models, to the design and implementation of scalable back-end infrastructure that powers our analyses, to collaboration with other teams at Custora to make sure customers get the most out of our analyses.</p>
<p>
We place particular emphasis on providing a robust <i>system</i> of statistical insights. Our goal is not to deliver a single paper or presentation’s worth of material, but to give our customers a powerful analytical toolbox. We can help them use it, but we also want them to be able to take it and run with it, exploring their data on their own and finding uses for our models that we hadn’t even thought of.</p>
<p>
On top of that, we have an expanding customer base and a growing interest in developing analyses and statistical modeling pipelines that extend beyond e-commerce. With more customers, richer data sets, and new domains of exploration, we’ll face bigger and bigger challenges, but we think we’re up for it, and we are looking for people who want to join us for the ride.
</p><p><b>Specifically, we are looking for:</b></p>
<ul>
<li>A solid foundation in statistics, either demonstrated through academic study or work experience.</li>
<li>Experience with at least two programming languages and one general-purpose statistical package or programming library. The data science team mainly uses R, Scala, and Ruby, but that’s not set in stone, and we value the ability to learn new libraries and ecosystems.
</li><li>Friendly and ready to work with others, both technical and non-technical. We don’t work in isolation and regularly interact with each other and members of other teams.
</li><li>At least some familiarity with: Unix-like operating systems, SQL databases, and web application programming. Strong experience in any is a plus.
</li><li>Other pluses: experience with distributed-computing ecosystems like Spark; experience with Amazon Web Services; experience teaching statistics or programming</li>
</ul><br>
<p><b>What</b> <b>it’s</b> <b>like</b> <b>to</b> <b>work</b> <b>here:</b></p>
<ul>
<li>On Monday we eat and meet as a team to chat projects and progress.</li>
<li>We’re 45 genuinely nice people. We work together and experiment with how to do things. It’s an amazing environment to both explore your professional interests and shape your career trajectory.</li>
<li>We move quickly. You build something and the next day it comes to life. You see and feel an immediate impact with the collective efforts of the team.</li>
<li>We’re building a company and a team we love. We’re in it for the long run.</li>
<li>Read more about what makes us, us here.</li>
<li>Find out more here or here.</li>
</ul><p><b>The perks</b></p>
<ul>
<li>We’re a flexible work environment</li>
<li>Competitive salary and meaningful equity</li>
<li>Health, dental and vision insurance (100% covered)</li>
<li>Free lunch every day, plus free water — hot and cold!</li>
<li>Unlimited vacation: take as much time as you need (we recommend at least 3 weeks)</li>
<li>Monthly unlimited MetroCard</li>
</ul><p>Custora is an equal opportunity employer. We value diversity. We don’t discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, marital status, veteran status, disability status, or socioeconomic status.</p></div></div></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Neuberger Berman,"<span id=""job_summary"" class=""summary""><div><p><b>Summary:
</b></p><p>Seeking a highly motivated individual with strong quantitative, analytical, and communication skills
</p><br>
<p><b>Responsibilities:
</b></p><ul><li>Analyze large, unstructured data sets to discover fundamental health of publicly traded companies.
</li><li>Evaluate and analyze new data sets to model relevant financial metrics, and to generate insights/predictions that can be applied to investment strategies
</li><li>Apply statistical and machine learning techniques to large data sets for data quality control, feature engineering and bias correction.
</li><li>Back-testing of strategies before putting into production
</li><li>Design schemas and applications to automate data mining and warehousing processes in a scalable way.
</li></ul><br>
<p><b>Requirements:
</b></p><ul><li>Minimum 3 years of experience in quantitative investment research
</li><li>Master’s or advanced degree in finance, mathematics, statistics, econometrics, computer science, or other quantitative disciplines
</li><li>Extensive programming experience in Python, R, SQL, and/or Java. Familiarity with statistical packages and large scale distributed computing (like Spark) is a plus
</li><li>Functional knowledge of finance and accounting
</li><li>Curious, resourceful, well-organized, and attentive to detail
</li><li>Able to work independently and with minimum oversight
</li><li>Strong verbal and written communication skills
</li></ul><br>
<br>
<br>
<br>
<br>
<br>
<p><i>Neuberger Berman is an equal </i><i>opportunity/affirmative </i><i>action employer. The firm and its affiliates do not discriminate in employment because of race, color, religion, gender, national origin, protected veteran status, disability, age, citizenship, marital or domestic/civil partnership status, sexual orientation, gender identity or expression or because of any other criteria prohibited under controlling federal, </i><i>state or local law. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact </i><i>onlineaccommodations@nb.com </i><i>.</i></p></div></span>",59 reviews,"New York, NY",40.7127753,-74.0059728
